artist,loved_count,mediaid,posted_count,sitename,time,title,loved,tags,artist_index_mod,site_index_mod
discovery,0.0960227422284,sqpk,0.174887892377,Indieball,193,So Insane,True,"electronic,topquality,disco,ionbradio,mindblowingshit,electronica,electro,trippy,dance,gorgeousness",1.0,1.0
daftpunk,0.042510068174,smtq,0.0224215246637,earmilk,322,Face to Face (Night Drugs Rework),True,"house,favouriteremixes,electro",1.0,1.0
bedroomwalls,0.00102655892185,sps5,0.0,Knox Road,138,Somewhere In Newhall,True,"indie,dreampop,sxsw2007,violin,cool,sxsw2007,sxswdiscovery",0.0,0.0
sharamftkidcudi,0.00565923508199,srm4,0.0179372197309,Welikeit.indie,496,She Came Along (Reup Club),True,,0.0,0.0
violentfemmes,0.0690953120476,1faj,0.14798206278,THE VINYL VILLAIN,145,Blister in the Sun,True,"alternative,80s,rock,indie,alternativerock,violentfemmes,indierock,punk,fun,postpunk",0.0,0.0
lemonjelly,0.00442209997105,sqjv,0.0,Blog Rockin' Peet,439,His Majesty King Raam,True,"chillout,downtempo,electronic,electronica,ambient,chilled,triphop,1999,goodstuff,triphop",0.0,0.0
saxonshore,0.00202679582006,sq3a,0.00448430493274,Happy Days Are Here Again,396,Nothing Changes,True,"ambient,postrock,instrumental,postrock,newage,chancer,cool,mateuszbestsongseva,exogaze,sadandslow",0.0,0.0
royksopp,0.0132662999131,ptrz,0.0448430493274,Mp3 Medication,328,Happy Up Here (Datassette Remix),True,"electronic,chillout,norwegian,electronica,r\xf6yksopp,indie,triphop",0.0,0.0
e603,0.0141086046695,sr4e,0.0134529147982,The Animal Show,320,If You Wanna,True,"mashup,chanting,revolutionary,rebel,party,freedom,irish,personal,thegenre,drinking",1.0,1.0
phoenix,0.145402858572,rp9h,0.224215246637,deepbeep,305,Lisztomania (Classixx Version),True,"electronic,electropop,delicious,electro,house,downtempo,techno,disco,fav,electronica",1.0,0.0
holyfuck,0.0278750230318,b6t2,0.19730941704,djnodj,269,Lovely Allen,True,"electronic,postrock,indie,krautrock,indierock",0.0,0.0
tatsu,0.00197415177279,spja,0.0,We can be honest,294,Semilla,True,"electronic,ambient,trance,house,dance,netlabel",1.0,1.0
lupefiascofeatmatthewsantos,0.033955410492,sq55,0.0,Pigeons and Planes,275,Shining Down,True,"hiphop,american,rap,pop,urban",0.0,0.0
noisettes,0.0952067594957,vdqj,0.0627802690583,Across The Kitchen Table,192,Never Forget You,True,"femalevocalist,indie,indierock,british,pop,britrock,bestof2009,retro,soul,alternative",0.0,0.0
metric,0.426285172804,1bp6,0.269058295964,earmilk,320,Monster Hospital (MSTRKRFT Remix),True,"electronic,remix,dance,indie,electro,femalevocalist,mstrkrft,canadian,remixes,metric",1.0,1.0
phoenix,0.0061593535311,sphq,0.00896860986547,Harder Blogger Faster,210,Lisztomania (Star Guitar Remix),True,"indie,french,indiepop,electronic,rock",1.0,0.0
tatsu,0.0027638124819,spj8,0.0,We can be honest,147,Our House (prod HERBIE WEST),True,"electronic,ambient,trance,house,dance,netlabel",1.0,1.0
generationals,0.166960595931,sk35,0.260089686099,Austin Town Hall,200,"When They Fight, They Fight",True,"indie,pop,funky,vintage,funk,soul,blueskydays,2000s,summertime,oifm",0.0,0.0
frankmusik,0.0341923087047,s8px,0.0627802690583,JayeL Audio Music,304,Confusion Girl (Don Diablo loves to slowdance remix),True,"electronic,newrave,british,electroclash,electronica,electropop",1.0,0.277777777778
alphabeatfrankmusikandleonjeanmarie,0.08894211787,hptp,0.085201793722,Friends by Far,185,Digital Love,True,cover,0.0,0.0
discovery,0.0299018188518,smrx,0.0493273542601,This Bonus Track,187,Carby (Feat. Ezra Koenig of Vampire Weekend),True,"electronic,electropop,experimental,dance,pop",1.0,0.5
phoenix,0.112000210576,be6z,0.067264573991,JP's Blog,108,Playground Love (Air Cover),True,"cover,bestcoverversion,mellow,favouritecover,me,coverongs,indierock",1.0,1.0
frankmusik,0.0176357558369,n5pa,0.0224215246637,JayeL Audio Music,166,3 Little Words,True,"dance,electropop,indie,newrave,electronic,malevocal,fuckingbrilliant,upbeat,malevocalists,pop",1.0,0.277777777778
